ID,TERM_NAME,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE
PI0705,Fall 2019,Masson,Valle,Science,"Biological Sciences, BS",Y
PI0705,Fall 2020,Masson,Valle,Science,"Biological Sciences, BS",Y
PI2523,Fall 2018,Masterman,Sarge,Human Sciences & Education,"Kinesiology, BS",Y
PI2523,Fall 2019,Masterman,Sarge,Human Sciences & Education,"Kinesiology, BS",Y
PI2523,Fall 2020,Masterman,Sarge,Human Sciences & Education,"Kinesiology, BS",Y
PI1648,Fall 2018,Masurel,Bay,Science,"Mathematics, BS",Y
PI1648,Fall 2019,Masurel,Bay,Science,"Mathematics, BS",Y
PI1648,Fall 2020,Masurel,Bay,Science,"Mathematics, BS",Y
PI1648,Fall 2021,Masurel,Bay,Science,"Mathematics, BS",Y
PI0540,Fall 2021,Mathely,Arte,Engineering,"Mechanical Engineering, BS in",N
PI0540,Fall 2022,Mathely,Arte,Engineering,"Mechanical Engineering, BS in",N
PI1892,Fall 2022,Matheson,Sanders,Mass Communication,"Mass Communication, BA in",Y
PI1378,Fall 2018,Mathiassen,Spenser,Agriculture,"Animal Sciences, BS",Y
PI1378,Fall 2019,Mathiassen,Spenser,Agriculture,"Animal Sciences, BS",Y
PI1848,Fall 2020,Mathiot,Nicol,Science,"Biological Sciences, BS",Y
PI1848,Fall 2021,Mathiot,Nicol,Science,"Biological Sciences, BS",Y
PI1848,Fall 2022,Mathiot,Nicol,Science,"Biological Sciences, BS",Y
PI0778,Fall 2018,Mation,Stu,Science,"Biological Sciences, BS",Y
PI0778,Fall 2019,Mation,Stu,Science,"Biological Sciences, BS",Y
PI0778,Fall 2020,Mation,Stu,Science,"Biological Sciences, BS",Y
PI1461,Fall 2020,Matityahu,Ursula,Agriculture,"Animal Sciences, BS",Y
PI0344,Fall 2022,Matonin,Rosalie,Human Sciences & Education,"Kinesiology, BS",Y
PI2279,Fall 2021,Mattacks,Rosalynd,Human Sciences & Education,"Kinesiology, BS",Y
PI2279,Fall 2022,Mattacks,Rosalynd,Human Sciences & Education,"Kinesiology, BS",Y
PI0745,Fall 2018,Matthiae,Jordan,Human Sciences & Education,"Kinesiology, BS",N
PI1987,Fall 2018,Matthisson,George,Human Sciences & Education,"Kinesiology, BS",Y
PI1987,Fall 2019,Matthisson,George,Human Sciences & Education,"Kinesiology, BS",Y
PI1987,Fall 2020,Matthisson,George,Human Sciences & Education,"Kinesiology, BS",Y
PI1987,Fall 2021,Matthisson,George,Human Sciences & Education,"Kinesiology, BS",Y
PI1987,Fall 2022,Matthisson,George,Human Sciences & Education,"Kinesiology, BS",Y
PI0153,Fall 2018,Mattocks,Mikel,Science,"Biological Sciences, BS",Y
PI0153,Fall 2019,Mattocks,Mikel,Science,"Biological Sciences, BS",Y
PI1638,Fall 2020,Mattussevich,Timmy,Engineering,"Computer Science, BS",Y
PI1638,Fall 2021,Mattussevich,Timmy,Engineering,"Computer Science, BS",Y
PI1638,Fall 2022,Mattussevich,Timmy,Engineering,"Computer Science, BS",Y
PI2746,Fall 2018,Matus,Halsey,Human Sciences & Education,"Kinesiology, BS",Y
PI2746,Fall 2019,Matus,Halsey,Human Sciences & Education,"Kinesiology, BS",Y
PI2746,Fall 2020,Matus,Halsey,Human Sciences & Education,"Kinesiology, BS",Y
PI2746,Fall 2021,Matus,Halsey,Human Sciences & Education,"Kinesiology, BS",Y
PI1156,Fall 2018,Matuszak,Nathanial,Business,"Marketing, BS",N
PI1156,Fall 2019,Matuszak,Nathanial,Business,"Marketing, BS",N
PI2289,Fall 2021,Matyas,Iorgos,Engineering,"Mechanical Engineering, BS in",Y
PI2966,Fall 2021,Maudlen,Arney,Science,"Biological Sciences, BS",Y
PI2966,Fall 2022,Maudlen,Arney,Science,"Biological Sciences, BS",Y
PI0589,Fall 2018,Maudlen,Timotheus,Human Sciences & Education,"Kinesiology, BS",Y
PI0589,Fall 2019,Maudlen,Timotheus,Human Sciences & Education,"Kinesiology, BS",Y
PI1637,Fall 2021,Maultby,Shannen,Human Sciences & Education,"Kinesiology, BS",Y
PI1637,Fall 2022,Maultby,Shannen,Human Sciences & Education,"Kinesiology, BS",Y
PI2695,Fall 2019,Maus,Kellia,Human Sciences & Education,"Kinesiology, BS",Y
PI2695,Fall 2020,Maus,Kellia,Human Sciences & Education,"Kinesiology, BS",Y
PI2695,Fall 2021,Maus,Kellia,Human Sciences & Education,"Kinesiology, BS",Y
PI0514,Fall 2018,Maxstead,Timofei,Engineering,"Mechanical Engineering, BS in",Y
PI0514,Fall 2019,Maxstead,Timofei,Engineering,"Mechanical Engineering, BS in",Y
PI0514,Fall 2020,Maxstead,Timofei,Engineering,"Mechanical Engineering, BS in",Y
PI1124,Fall 2022,Maxstead,Wrennie,Science,"Biological Sciences, BS",Y
PI2722,Fall 2019,Maxwale,Krisha,Engineering,"Computer Science, BS",Y
PI1337,Fall 2018,Maycey,Gusti,Science,"Biological Sciences, BS",Y
PI1337,Fall 2019,Maycey,Gusti,Science,"Biological Sciences, BS",Y
PI1337,Fall 2020,Maycey,Gusti,Science,"Biological Sciences, BS",Y
PI2906,Fall 2022,Mayor,Augustus,Human Sciences & Education,"Kinesiology, BS",Y
PI1178,Fall 2019,Mazdon,Jamison,Science,"Mathematics, BS",Y
PI1178,Fall 2020,Mazdon,Jamison,Science,"Mathematics, BS",Y
PI1178,Fall 2021,Mazdon,Jamison,Science,"Mathematics, BS",Y
PI1178,Fall 2022,Mazdon,Jamison,Science,"Mathematics, BS",Y
PI0776,Fall 2021,Mazey,Kippy,Engineering,"Mechanical Engineering, BS in",Y
PI0776,Fall 2022,Mazey,Kippy,Engineering,"Mechanical Engineering, BS in",Y
PI1364,Fall 2022,Mazzeo,Linda,Human Sciences & Education,"Kinesiology, BS",Y
PI1110,Fall 2018,Mc Meekin,Konstanze,Human Sciences & Education,"Kinesiology, BS",Y
PI2483,Fall 2022,McAdam,Chaunce,Science,"Mathematics, BS",Y
PI1736,Fall 2018,McArdell,Addia,Human Sciences & Education,"Kinesiology, BS",Y
PI1773,Fall 2019,McAree,Cherish,Human Sciences & Education,"Kinesiology, BS",Y
PI1773,Fall 2020,McAree,Cherish,Human Sciences & Education,"Kinesiology, BS",Y
PI1773,Fall 2021,McAree,Cherish,Human Sciences & Education,"Kinesiology, BS",Y
PI1773,Fall 2022,McAree,Cherish,Human Sciences & Education,"Kinesiology, BS",Y
PI0291,Fall 2018,McAvey,Ivette,Human Sciences & Education,"Kinesiology, BS",Y
PI0961,Fall 2019,McBeth,Faustine,Science,"Chemistry, BS",Y
PI0961,Fall 2020,McBeth,Faustine,Science,"Chemistry, BS",Y
PI1579,Fall 2020,McCafferky,Alasdair,Science,"Biological Sciences, BS",Y
PI1579,Fall 2021,McCafferky,Alasdair,Science,"Biological Sciences, BS",Y
PI2105,Fall 2022,McCarron,Tallie,Engineering,"Computer Science, BS",Y
PI2930,Fall 2018,McClelland,Isidor,Science,"Biological Sciences, BS",Y
PI2640,Fall 2021,McCooke,Osgood,Science,"Biological Sciences, BS",N
PI2640,Fall 2022,McCooke,Osgood,Science,"Biological Sciences, BS",Y
PI0227,Fall 2020,McCoy,Nadine,Agriculture,"Animal Sciences, BS",Y
PI0227,Fall 2021,McCoy,Nadine,Agriculture,"Animal Sciences, BS",Y
PI0227,Fall 2022,McCoy,Nadine,Agriculture,"Animal Sciences, BS",Y
PI2672,Fall 2018,McCrae,Sinclair,Science,"Biological Sciences, BS",Y
PI2672,Fall 2019,McCrae,Sinclair,Science,"Biological Sciences, BS",Y
PI2672,Fall 2020,McCrae,Sinclair,Science,"Biological Sciences, BS",Y
PI2672,Fall 2021,McCrae,Sinclair,Science,"Biological Sciences, BS",Y
PI2672,Fall 2022,McCrae,Sinclair,Science,"Biological Sciences, BS",Y
PI2926,Fall 2018,McCrie,Doretta,Human Sciences & Education,"Kinesiology, BS",Y
PI2926,Fall 2019,McCrie,Doretta,Human Sciences & Education,"Kinesiology, BS",Y
PI2926,Fall 2021,McCrie,Doretta,Human Sciences & Education,"Kinesiology, BS",Y
PI0033,Fall 2019,McCrohon,Doretta,Human Sciences & Education,"Kinesiology, BS",Y
PI2011,Fall 2018,McCurlye,Chas,Business,"Marketing, BS",Y
PI2011,Fall 2019,McCurlye,Chas,Business,"Marketing, BS",Y
PI2011,Fall 2020,McCurlye,Chas,Business,"Marketing, BS",Y
PI2011,Fall 2021,McCurlye,Chas,Business,"Marketing, BS",Y
PI0945,Fall 2018,McDonough,Wendeline,Human Sciences & Education,"Kinesiology, BS",Y
PI2712,Fall 2019,McDougald,Juditha,Science,"Biological Sciences, BS",N
PI1149,Fall 2021,McDunlevy,Karyn,Humanities & Social Sciences,"English, BA",Y
PI1711,Fall 2019,McEllen,Nessie,Science,"Biological Sciences, BS",Y
PI1711,Fall 2020,McEllen,Nessie,Science,"Biological Sciences, BS",Y
PI0015,Fall 2018,McGann,Henry,Engineering,"Computer Science, BS",Y
PI0015,Fall 2019,McGann,Henry,Engineering,"Computer Science, BS",Y
PI0015,Fall 2020,McGann,Henry,Engineering,"Computer Science, BS",Y
PI0015,Fall 2022,McGann,Henry,Engineering,"Computer Science, BS",Y
PI0339,Fall 2020,McGarvey,Richardo,Science,"Biological Sciences, BS",Y
PI0339,Fall 2021,McGarvey,Richardo,Science,"Biological Sciences, BS",Y
PI2005,Fall 2020,McGawn,Joy,Human Sciences & Education,"Kinesiology, BS",Y
PI2005,Fall 2021,McGawn,Joy,Human Sciences & Education,"Kinesiology, BS",Y
PI1061,Fall 2020,McGeachy,Ania,Engineering,"Computer Science, BS",Y
PI1061,Fall 2021,McGeachy,Ania,Engineering,"Computer Science, BS",Y
PI1061,Fall 2022,McGeachy,Ania,Engineering,"Computer Science, BS",Y
PI2509,Fall 2018,McGeaney,Ronnie,Mass Communication,"Mass Communication, BA in",Y
PI2509,Fall 2019,McGeaney,Ronnie,Mass Communication,"Mass Communication, BA in",Y
PI0132,Fall 2018,McGeechan,Pammy,Science,"Biological Sciences, BS",Y
PI0132,Fall 2019,McGeechan,Pammy,Science,"Biological Sciences, BS",Y
PI0132,Fall 2020,McGeechan,Pammy,Science,"Biological Sciences, BS",Y
PI0132,Fall 2021,McGeechan,Pammy,Science,"Biological Sciences, BS",Y
PI1654,Fall 2018,McGhee,Alysa,Science,"Biological Sciences, BS",N
PI1654,Fall 2019,McGhee,Alysa,Science,"Biological Sciences, BS",N
PI1654,Fall 2020,McGhee,Alysa,Science,"Biological Sciences, BS",N
PI1654,Fall 2021,McGhee,Alysa,Science,"Biological Sciences, BS",N
PI1654,Fall 2022,McGhee,Alysa,Science,"Biological Sciences, BS",N
PI1078,Fall 2018,McGivena,Benita,Engineering,"Mechanical Engineering, BS in",Y
PI1853,Fall 2018,McGooch,Minnaminnie,Mass Communication,"Mass Communication, BA in",Y
PI1853,Fall 2019,McGooch,Minnaminnie,Mass Communication,"Mass Communication, BA in",Y
PI1853,Fall 2020,McGooch,Minnaminnie,Mass Communication,"Mass Communication, BA in",Y
PI1853,Fall 2021,McGooch,Minnaminnie,Mass Communication,"Mass Communication, BA in",Y
PI0129,Fall 2019,McGrey,Desmund,Agriculture,"Animal Sciences, BS",Y
PI0129,Fall 2020,McGrey,Desmund,Agriculture,"Animal Sciences, BS",Y
PI0129,Fall 2021,McGrey,Desmund,Agriculture,"Animal Sciences, BS",Y
PI0129,Fall 2022,McGrey,Desmund,Agriculture,"Animal Sciences, BS",Y
PI1407,Fall 2020,McGriele,Marlin,Human Sciences & Education,"Kinesiology, BS",Y
PI1407,Fall 2021,McGriele,Marlin,Human Sciences & Education,"Kinesiology, BS",Y
PI1407,Fall 2022,McGriele,Marlin,Human Sciences & Education,"Kinesiology, BS",Y
PI0932,Fall 2018,McGrory,Bertrando,Mass Communication,"Mass Communication, BA in",Y
PI1106,Fall 2018,McGrudder,Kenneth,Engineering,"Mechanical Engineering, BS in",Y
PI1106,Fall 2019,McGrudder,Kenneth,Engineering,"Mechanical Engineering, BS in",Y
PI2591,Fall 2020,McGuiness,Ferrel,Engineering,"Computer Science, BS",N
PI2591,Fall 2021,McGuiness,Ferrel,Engineering,"Computer Science, BS",N
PI2591,Fall 2022,McGuiness,Ferrel,Engineering,"Computer Science, BS",N
PI1099,Fall 2020,McIlwrath,Puff,Engineering,"Computer Science, BS",Y
PI1099,Fall 2021,McIlwrath,Puff,Engineering,"Computer Science, BS",Y
PI1099,Fall 2022,McIlwrath,Puff,Engineering,"Computer Science, BS",Y
PI1704,Fall 2018,McInility,Thorny,Human Sciences & Education,"Kinesiology, BS",Y
PI1704,Fall 2019,McInility,Thorny,Human Sciences & Education,"Kinesiology, BS",Y
PI1704,Fall 2020,McInility,Thorny,Human Sciences & Education,"Kinesiology, BS",Y
PI1704,Fall 2021,McInility,Thorny,Human Sciences & Education,"Kinesiology, BS",Y
PI2040,Fall 2022,McKeever,Kerr,Engineering,"Computer Science, BS",N
PI0751,Fall 2020,McKeighen,Cyndie,Mass Communication,"Mass Communication, BA in",Y
PI2463,Fall 2020,McKelvey,Karoly,Science,"Biological Sciences, BS",Y
PI2463,Fall 2021,McKelvey,Karoly,Science,"Biological Sciences, BS",Y
PI2463,Fall 2022,McKelvey,Karoly,Science,"Biological Sciences, BS",Y
PI0314,Fall 2021,McKerron,Barbee,Human Sciences & Education,"Kinesiology, BS",Y
PI0314,Fall 2022,McKerron,Barbee,Human Sciences & Education,"Kinesiology, BS",Y
PI2111,Fall 2018,McKibbin,Vinnie,Engineering,"Mechanical Engineering, BS in",Y
PI2111,Fall 2021,McKibbin,Vinnie,Engineering,"Mechanical Engineering, BS in",Y
PI2111,Fall 2022,McKibbin,Vinnie,Engineering,"Mechanical Engineering, BS in",Y
PI2656,Fall 2019,McLafferty,Hamilton,Business,"Marketing, BS",N
PI2656,Fall 2020,McLafferty,Hamilton,Business,"Marketing, BS",N
PI2656,Fall 2021,McLafferty,Hamilton,Business,"Marketing, BS",N
PI2656,Fall 2022,McLafferty,Hamilton,Business,"Marketing, BS",N
PI2275,Fall 2018,McLellan,Tamarra,Humanities & Social Sciences,"English, BA",Y
PI2275,Fall 2019,McLellan,Tamarra,Humanities & Social Sciences,"English, BA",Y
PI2275,Fall 2020,McLellan,Tamarra,Humanities & Social Sciences,"English, BA",Y
PI2737,Fall 2018,McMeekin,Lamond,Mass Communication,"Mass Communication, BA in",Y
PI2737,Fall 2019,McMeekin,Lamond,Mass Communication,"Mass Communication, BA in",Y
PI2737,Fall 2020,McMeekin,Lamond,Mass Communication,"Mass Communication, BA in",Y
PI2939,Fall 2020,McMenamie,Faunie,Engineering,"Computer Science, BS",N
PI2939,Fall 2021,McMenamie,Faunie,Engineering,"Computer Science, BS",Y
PI2939,Fall 2022,McMenamie,Faunie,Engineering,"Computer Science, BS",Y
PI1992,Fall 2018,McMurraya,Annabell,Human Sciences & Education,"Kinesiology, BS",Y
PI0182,Fall 2018,McNee,Kip,Science,"Biological Sciences, BS",Y
PI2129,Fall 2022,McPeice,Valentia,Business,"Marketing, BS",N
PI1755,Fall 2018,McQuie,Gerek,Engineering,"Mechanical Engineering, BS in",Y
PI0760,Fall 2018,McQuie,Wolfy,Science,"Biological Sciences, BS",N
PI0431,Fall 2020,McRill,Noam,Human Sciences & Education,"Kinesiology, BS",Y
PI0141,Fall 2018,McUre,Cole,Mass Communication,"Mass Communication, BA in",Y
PI0357,Fall 2020,McVaugh,Ailee,Science,"Biological Sciences, BS",Y
PI1471,Fall 2022,McVeighty,Leese,Science,"Biological Sciences, BS",Y
PI2233,Fall 2019,McWhinnie,Humphrey,Science,"Biological Sciences, BS",Y
PI0228,Fall 2018,Mccaull,Pandora,Human Sciences & Education,"Kinesiology, BS",Y
PI0228,Fall 2019,Mccaull,Pandora,Human Sciences & Education,"Kinesiology, BS",Y
PI0228,Fall 2020,Mccaull,Pandora,Human Sciences & Education,"Kinesiology, BS",Y
PI0228,Fall 2021,Mccaull,Pandora,Human Sciences & Education,"Kinesiology, BS",Y
PI2977,Fall 2018,Mcwhinnie,Zared,Science,"Biological Sciences, BS",Y
PI2977,Fall 2019,Mcwhinnie,Zared,Science,"Biological Sciences, BS",Y
PI2977,Fall 2020,Mcwhinnie,Zared,Science,"Biological Sciences, BS",Y
PI2082,Fall 2018,Meaden,Rosaleen,Engineering,"Computer Science, BS",Y
PI2082,Fall 2019,Meaden,Rosaleen,Engineering,"Computer Science, BS",Y
PI0699,Fall 2019,Meakes,Urban,Mass Communication,"Mass Communication, BA in",Y
PI0699,Fall 2020,Meakes,Urban,Mass Communication,"Mass Communication, BA in",Y
PI0699,Fall 2021,Meakes,Urban,Mass Communication,"Mass Communication, BA in",Y
PI2386,Fall 2022,Medcalf,Kylie,Engineering,"Computer Science, BS",Y
PI2181,Fall 2019,Meenehan,Monro,Science,"Biological Sciences, BS",N
PI2181,Fall 2020,Meenehan,Monro,Science,"Biological Sciences, BS",N
PI2181,Fall 2021,Meenehan,Monro,Science,"Biological Sciences, BS",N
PI2181,Fall 2022,Meenehan,Monro,Science,"Biological Sciences, BS",N
PI0921,Fall 2020,Melbert,Alexio,Business,"Marketing, BS",N
PI0921,Fall 2021,Melbert,Alexio,Business,"Marketing, BS",N
PI0921,Fall 2022,Melbert,Alexio,Business,"Marketing, BS",N
PI0255,Fall 2018,Meldon,Casar,Science,"Biological Sciences, BS",N
PI0255,Fall 2019,Meldon,Casar,Science,"Biological Sciences, BS",N
PI0255,Fall 2020,Meldon,Casar,Science,"Biological Sciences, BS",N
PI0595,Fall 2019,Melling,Far,Science,"Mathematics, BS",Y
PI1794,Fall 2018,Mellody,Hyacinth,Agriculture,"Animal Sciences, BS",Y
PI1794,Fall 2019,Mellody,Hyacinth,Agriculture,"Animal Sciences, BS",Y
PI1794,Fall 2020,Mellody,Hyacinth,Agriculture,"Animal Sciences, BS",Y
PI2341,Fall 2022,Mellonby,Jacky,Engineering,"Computer Science, BS",Y
PI0383,Fall 2022,Melly,Josepha,Humanities & Social Sciences,"English, BA",N
PI0928,Fall 2020,Melmoth,Zachery,Mass Communication,"Mass Communication, BA in",Y
PI0928,Fall 2021,Melmoth,Zachery,Mass Communication,"Mass Communication, BA in",Y
PI0928,Fall 2022,Melmoth,Zachery,Mass Communication,"Mass Communication, BA in",Y
PI0815,Fall 2018,Melville,Hortense,Mass Communication,"Mass Communication, BA in",Y
PI0815,Fall 2019,Melville,Hortense,Mass Communication,"Mass Communication, BA in",Y
PI0815,Fall 2020,Melville,Hortense,Mass Communication,"Mass Communication, BA in",Y
PI2517,Fall 2018,Mendoza,Chester,Science,"Biological Sciences, BS",N
PI2517,Fall 2019,Mendoza,Chester,Science,"Biological Sciences, BS",N
PI2517,Fall 2020,Mendoza,Chester,Science,"Biological Sciences, BS",Y
PI2517,Fall 2021,Mendoza,Chester,Science,"Biological Sciences, BS",Y
PI2517,Fall 2022,Mendoza,Chester,Science,"Biological Sciences, BS",Y
PI1617,Fall 2022,Meneyer,Zilvia,Human Sciences & Education,"Kinesiology, BS",Y
PI1414,Fall 2018,Menlow,Vite,Engineering,"Computer Science, BS",Y
PI1414,Fall 2019,Menlow,Vite,Engineering,"Computer Science, BS",Y
PI0509,Fall 2021,Mercik,Glenine,Science,"Biological Sciences, BS",N
PI0509,Fall 2022,Mercik,Glenine,Science,"Biological Sciences, BS",Y
PI0404,Fall 2018,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y
PI0404,Fall 2019,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y
PI0404,Fall 2020,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y
PI0404,Fall 2021,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y
PI0404,Fall 2022,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y
PI0032,Fall 2021,Merrikin,Caitlin,Mass Communication,"Mass Communication, BA in",Y
PI0032,Fall 2022,Merrikin,Caitlin,Mass Communication,"Mass Communication, BA in",Y
PI0724,Fall 2021,Merring,Dasie,Science,"Biological Sciences, BS",Y
PI0724,Fall 2022,Merring,Dasie,Science,"Biological Sciences, BS",Y
PI0116,Fall 2021,Mersey,Alvie,Human Sciences & Education,"Kinesiology, BS",Y
PI0116,Fall 2022,Mersey,Alvie,Human Sciences & Education,"Kinesiology, BS",Y
PI1015,Fall 2019,Mesnard,Devin,Business,"Marketing, BS",Y
PI1015,Fall 2020,Mesnard,Devin,Business,"Marketing, BS",Y
PI1015,Fall 2021,Mesnard,Devin,Business,"Marketing, BS",Y
PI1015,Fall 2022,Mesnard,Devin,Business,"Marketing, BS",Y
PI0982,Fall 2022,Messham,Allyn,Human Sciences & Education,"Kinesiology, BS",N
PI1271,Fall 2021,Messier,Pascal,Engineering,"Computer Science, BS",N
PI1271,Fall 2022,Messier,Pascal,Engineering,"Computer Science, BS",N
PI2894,Fall 2018,Metzig,Cinnamon,Science,"Biological Sciences, BS",Y
PI2894,Fall 2019,Metzig,Cinnamon,Science,"Biological Sciences, BS",Y
PI0861,Fall 2018,Meyer,Ellissa,Science,"Mathematics, BS",Y
PI0792,Fall 2018,Micallef,Egor,Human Sciences & Education,"Kinesiology, BS",Y
PI0792,Fall 2019,Micallef,Egor,Human Sciences & Education,"Kinesiology, BS",Y
PI0792,Fall 2020,Micallef,Egor,Human Sciences & Education,"Kinesiology, BS",Y
PI2772,Fall 2018,Miche,Wendye,Engineering,"Computer Science, BS",Y
PI2772,Fall 2019,Miche,Wendye,Engineering,"Computer Science, BS",Y
PI0956,Fall 2018,Mignot,Faun,Engineering,"Computer Science, BS",Y
PI0956,Fall 2019,Mignot,Faun,Engineering,"Computer Science, BS",Y
PI0956,Fall 2020,Mignot,Faun,Engineering,"Computer Science, BS",Y
PI0346,Fall 2021,Miguet,Minetta,Science,"Biological Sciences, BS",N
PI0346,Fall 2022,Miguet,Minetta,Science,"Biological Sciences, BS",N
PI1647,Fall 2021,Millam,Sharl,Engineering,"Mechanical Engineering, BS in",Y
PI1647,Fall 2022,Millam,Sharl,Engineering,"Mechanical Engineering, BS in",Y
PI0939,Fall 2020,Milner,Anallise,Science,"Biological Sciences, BS",Y
PI0939,Fall 2021,Milner,Anallise,Science,"Biological Sciences, BS",Y
PI0939,Fall 2022,Milner,Anallise,Science,"Biological Sciences, BS",Y
PI0030,Fall 2020,Milton-White,Renard,Human Sciences & Education,"Kinesiology, BS",Y
PI0030,Fall 2022,Milton-White,Renard,Human Sciences & Education,"Kinesiology, BS",Y
PI2306,Fall 2021,Minchin,Denys,Science,"Biological Sciences, BS",Y
PI2306,Fall 2022,Minchin,Denys,Science,"Biological Sciences, BS",Y
PI0362,Fall 2022,Minchinton,Charisse,Science,"Biological Sciences, BS",Y
PI2401,Fall 2018,Mingard,Bibby,Human Sciences & Education,"Kinesiology, BS",Y
PI0024,Fall 2018,Minkin,Halsey,Engineering,"Mechanical Engineering, BS in",Y
PI0024,Fall 2019,Minkin,Halsey,Engineering,"Mechanical Engineering, BS in",Y
PI0024,Fall 2020,Minkin,Halsey,Engineering,"Mechanical Engineering, BS in",Y
PI0024,Fall 2021,Minkin,Halsey,Engineering,"Mechanical Engineering, BS in",Y
PI0145,Fall 2022,Minshaw,Barnaby,Mass Communication,"Mass Communication, BA in",Y
PI2535,Fall 2018,Minto,Ferdinande,Human Sciences & Education,"Kinesiology, BS",Y
PI2535,Fall 2019,Minto,Ferdinande,Human Sciences & Education,"Kinesiology, BS",Y
PI2748,Fall 2018,Mintrim,Gordie,Business,"Marketing, BS",Y
PI2319,Fall 2018,Mityashin,Franz,Science,"Biological Sciences, BS",Y
PI2319,Fall 2019,Mityashin,Franz,Science,"Biological Sciences, BS",Y
PI2319,Fall 2020,Mityashin,Franz,Science,"Biological Sciences, BS",Y
PI1229,Fall 2018,Moir,Eugene,Engineering,"Computer Science, BS",Y
PI1093,Fall 2019,Molfino,Luke,Science,"Biological Sciences, BS",Y
PI1093,Fall 2020,Molfino,Luke,Science,"Biological Sciences, BS",Y
PI1093,Fall 2021,Molfino,Luke,Science,"Biological Sciences, BS",Y
PI1093,Fall 2022,Molfino,Luke,Science,"Biological Sciences, BS",Y
PI0082,Fall 2018,Monsey,Gerik,Agriculture,"Animal Sciences, BS",N
PI1573,Fall 2021,Montez,Alfy,Mass Communication,"Mass Communication, BA in",Y
PI1573,Fall 2022,Montez,Alfy,Mass Communication,"Mass Communication, BA in",Y
PI0424,Fall 2018,Montford,Rufe,Human Sciences & Education,"Kinesiology, BS",Y
PI0424,Fall 2019,Montford,Rufe,Human Sciences & Education,"Kinesiology, BS",Y
PI0424,Fall 2021,Montford,Rufe,Human Sciences & Education,"Kinesiology, BS",Y
PI0093,Fall 2019,Moorerud,Maggy,Human Sciences & Education,"Kinesiology, BS",Y
PI0093,Fall 2020,Moorerud,Maggy,Human Sciences & Education,"Kinesiology, BS",Y
PI0093,Fall 2021,Moorerud,Maggy,Human Sciences & Education,"Kinesiology, BS",Y
PI0093,Fall 2022,Moorerud,Maggy,Human Sciences & Education,"Kinesiology, BS",Y
PI1083,Fall 2021,Moorerud,Tilly,Engineering,"Computer Science, BS",Y
PI1083,Fall 2022,Moorerud,Tilly,Engineering,"Computer Science, BS",Y
PI1004,Fall 2021,Moorman,Devora,Science,"Biological Sciences, BS",N
PI1004,Fall 2022,Moorman,Devora,Science,"Biological Sciences, BS",N
PI1732,Fall 2018,Morican,Wallache,Mass Communication,"Mass Communication, BA in",Y
PI1732,Fall 2019,Morican,Wallache,Mass Communication,"Mass Communication, BA in",Y
PI1732,Fall 2020,Morican,Wallache,Mass Communication,"Mass Communication, BA in",Y
PI1509,Fall 2020,Morphew,Sheridan,Engineering,"Mechanical Engineering, BS in",Y
PI1509,Fall 2021,Morphew,Sheridan,Engineering,"Mechanical Engineering, BS in",Y
PI1514,Fall 2018,Morritt,Wini,Science,"Biological Sciences, BS",Y
PI2795,Fall 2018,Morten,Ellyn,Science,"Biological Sciences, BS",Y
PI2795,Fall 2019,Morten,Ellyn,Science,"Biological Sciences, BS",Y
PI0114,Fall 2018,Morter,Lezley,Science,"Biological Sciences, BS",Y
PI0114,Fall 2019,Morter,Lezley,Science,"Biological Sciences, BS",Y
PI0114,Fall 2020,Morter,Lezley,Science,"Biological Sciences, BS",Y
PI0254,Fall 2021,Mosby,Alissa,Business,"Marketing, BS",Y
PI1257,Fall 2018,Mosten,Sadye,Mass Communication,"Mass Communication, BA in",Y
PI1696,Fall 2022,Mottershaw,Francis,Engineering,"Computer Science, BS",Y
PI1315,Fall 2020,Mouat,Tiffi,Mass Communication,"Mass Communication, BA in",N
PI1315,Fall 2021,Mouat,Tiffi,Mass Communication,"Mass Communication, BA in",N
PI1315,Fall 2022,Mouat,Tiffi,Mass Communication,"Mass Communication, BA in",N
PI1679,Fall 2019,Moulster,Yovonnda,Mass Communication,"Mass Communication, BA in",Y
PI1679,Fall 2020,Moulster,Yovonnda,Mass Communication,"Mass Communication, BA in",Y
PI1679,Fall 2021,Moulster,Yovonnda,Mass Communication,"Mass Communication, BA in",Y
PI1679,Fall 2022,Moulster,Yovonnda,Mass Communication,"Mass Communication, BA in",Y
PI1941,Fall 2020,Mound,Christal,Agriculture,"Animal Sciences, BS",Y
PI1941,Fall 2021,Mound,Christal,Agriculture,"Animal Sciences, BS",Y
PI1941,Fall 2022,Mound,Christal,Agriculture,"Animal Sciences, BS",Y
PI2642,Fall 2021,Mowday,Letty,Human Sciences & Education,"Kinesiology, BS",Y
PI2642,Fall 2022,Mowday,Letty,Human Sciences & Education,"Kinesiology, BS",Y
PI0902,Fall 2018,Mowsdale,Carmine,Mass Communication,"Mass Communication, BA in",Y
PI1460,Fall 2020,Mowsdale,Marius,Business,"Marketing, BS",Y
