ID,FINYEAR,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE,AMT_TOTAL
PI2172,2021,Worland,Eal,Human Sciences & Education,"Kinesiology, BS",Y,6926.0
PI2175,2021,Petow,Myrtie,Science,"Biological Sciences, BS",Y,19108.0
PI2176,2021,Derdes,Danni,Mass Communication,"Mass Communication, BA",Y,14347.0
PI2180,2021,Cowper,Brand,Engineering,"Mechanical Engineering, BS",Y,19810.17
PI2181,2021,Meenehan,Monro,Science,"Biological Sciences, BS",N,3335.0
PI2182,2021,Dunlop,Lexine,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI2184,2021,Fadian,Christophe,Science,"Biological Sciences, BS",Y,3931.0
PI2186,2021,Warham,Marmaduke,Agriculture,"Animal Sciences, BS",Y,7862.0
PI2189,2021,Busfield,Marcy,Human Sciences & Education,"Kinesiology, BS",Y,16495.05
PI2190,2021,Vizard,Nester,Business,"Marketing, BS",Y,29542.0
PI2196,2021,Sexcey,Tiler,Engineering,"Computer Science, BS",Y,990.0
PI2200,2021,Davidai,Cecilla,Human Sciences & Education,"Kinesiology, BS",Y,8680.0
PI2204,2021,Haddinton,Latisha,Mass Communication,"Mass Communication, BA",Y,21992.0
PI2207,2021,Erdis,Wandis,Science,"Biological Sciences, BS",N,4271.0
PI2209,2021,Donoher,Ole,Mass Communication,"Mass Communication, BA",Y,18252.0
PI2211,2021,Ellar,Valentin,Humanities & Social Sciences,"English, BA",Y,27912.7
PI2212,2021,Wheelhouse,Andrea,Science,"Biological Sciences, BS",Y,14537.0
PI2213,2021,Guidoni,Libbey,Engineering,"Mechanical Engineering, BS",Y,23684.0
PI2216,2021,Welfair,Shelden,Humanities & Social Sciences,"English, BA",Y,7462.0
PI2218,2021,Thomassin,Janette,Engineering,"Computer Science, BS",Y,14131.09
PI2223,2021,Senecaux,Shoshana,Science,"Chemistry, BS",Y,9262.0
PI2224,2021,Horsley,Pincus,Business,"Marketing, BS",N,5315.0
PI2228,2021,Scoon,Wait,Engineering,"Mechanical Engineering, BS",N,1980.0
PI2234,2021,Grevatt,Olwen,Engineering,"Computer Science, BS",Y,7462.0
PI2241,2021,Ayrton,Errol,Engineering,"Computer Science, BS",Y,10059.0
PI2242,2021,Cucinotta,Carlotta,Engineering,"Computer Science, BS",Y,7862.0
PI2249,2021,Jahn,Meaghan,Engineering,"Mechanical Engineering, BS",Y,26519.69
PI2251,2021,Joselevitz,Linnie,Engineering,"Computer Science, BS",Y,4131.0
PI2255,2021,Shawcross,Wilmar,Engineering,"Computer Science, BS",Y,18307.0
PI2256,2021,Widdecombe,Rainer,Mass Communication,"Mass Communication, BA",Y,14937.0
PI2257,2021,Hardiker,Latrina,Engineering,"Computer Science, BS",N,6432.0
PI2258,2021,Cranfield,Silvanus,Science,"Biological Sciences, BS",N,4375.0
PI2263,2021,Cottam,Hyatt,Business,"Marketing, BS",Y,9442.0
PI2265,2021,Wedmore,Brianna,Science,"Biological Sciences, BS",Y,13377.94
PI2266,2021,Cholonin,Paola,Engineering,"Computer Science, BS",Y,14205.0
PI2268,2021,Loraine,Dael,Science,"Biological Sciences, BS",Y,21854.0
PI2271,2021,Hugin,Fran,Science,"Biological Sciences, BS",Y,8262.0
PI2275,2021,McLellan,Tamarra,Humanities & Social Sciences,"English, BA",Y,11594.71
PI2276,2021,Stock,Wye,Science,"Biological Sciences, BS",N,1980.0
PI2277,2021,Chewter,Hugo,Engineering,"Mechanical Engineering, BS",Y,10985.0
PI2284,2021,Kitcher,Joleen,Science,"Biological Sciences, BS",Y,11373.0
PI2287,2021,Dell Casa,Karyn,Science,"Biological Sciences, BS",Y,19678.73
PI2288,2021,Ledgley,Etan,Science,"Biological Sciences, BS",N,12850.04
PI2291,2021,Norman,Nickey,Science,"Biological Sciences, BS",Y,12000.279999999999
PI2294,2021,Arnall,Arlyn,Science,"Chemistry, BS",Y,7462.0
PI2295,2021,Redparth,Madelin,Human Sciences & Education,"Kinesiology, BS",Y,26236.5
PI2298,2021,O'Loughnan,Mar,Human Sciences & Education,"Kinesiology, BS",Y,9842.0
PI2302,2021,Riediger,Annora,Science,"Biological Sciences, BS",Y,14294.0
PI2310,2021,Maciunas,Luther,Business,"Marketing, BS",Y,1794.0
PI2311,2021,Have,Lindsy,Science,"Biological Sciences, BS",Y,11062.0
PI2319,2021,Mityashin,Franz,Science,"Biological Sciences, BS",Y,10142.0
PI2322,2021,Finan,Amye,Mass Communication,"Mass Communication, BA",Y,8544.0
PI2323,2021,Pettitt,Jerry,Business,"Marketing, BS",Y,8724.0
PI2325,2021,De'Ath,Lacee,Engineering,"Computer Science, BS",Y,8262.0
PI2329,2021,Huxley,Cordelia,Engineering,"Mechanical Engineering, BS",Y,20284.0
PI2330,2021,Vaney,Kinsley,Humanities & Social Sciences,"English, BA",Y,3731.0
PI2331,2021,Evered,Keith,Mass Communication,"Mass Communication, BA",Y,9262.0
PI2333,2021,Clipsham,Darnell,Mass Communication,"Mass Communication, BA",Y,7862.0
PI2334,2021,Apedaile,Valene,Science,"Biological Sciences, BS",Y,20544.0
PI2339,2021,Fenech,Heather,Business,"Marketing, BS",Y,7422.0
PI2342,2021,O'Clery,Mallory,Science,"Biological Sciences, BS",Y,7862.0
PI2343,2021,Bellord,Eldridge,Engineering,"Computer Science, BS",Y,7862.0
PI2347,2021,Asch,Neal,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI2348,2021,Stacy,Maxwell,Engineering,"Computer Science, BS",Y,8262.0
PI2350,2021,Willoughby,Ella,Engineering,"Computer Science, BS",Y,7862.0
PI2351,2021,Grim,Millard,Human Sciences & Education,"Kinesiology, BS",N,11410.29
PI2353,2021,Worcs,Arleyne,Human Sciences & Education,"Kinesiology, BS",N,25442.0
PI2354,2021,Portam,Greg,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2358,2021,Fereday,Geralda,Business,"Marketing, BS",Y,6926.0
PI2362,2021,Utterson,Wat,Engineering,"Mechanical Engineering, BS",Y,6136.0
PI2363,2021,Gorioli,Justine,Mass Communication,"Mass Communication, BA",N,5442.0
PI2364,2021,Oxborough,Red,Human Sciences & Education,"Kinesiology, BS",Y,15287.0
PI2365,2021,Scotland,Jania,Mass Communication,"Mass Communication, BA",Y,9262.0
PI2367,2021,Papaminas,Grethel,Agriculture,"Animal Sciences, BS",Y,30230.6
PI2368,2021,Svanini,Abbot,Science,"Biological Sciences, BS",Y,7422.0
PI2369,2021,Thow,Carney,Business,"Marketing, BS",Y,9262.0
PI2374,2021,Trevithick,Kassie,Mass Communication,"Mass Communication, BA",Y,2854.0
PI2375,2021,Parr,Yolanthe,Mass Communication,"Mass Communication, BA",Y,8462.0
PI2377,2021,Caustic,Patrice,Engineering,"Computer Science, BS",Y,8262.0
PI2378,2021,Sheddan,Jeanna,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI2379,2021,Netti,Ely,Business,"Marketing, BS",Y,6275.0
PI2380,2021,Seson,Kasper,Science,"Biological Sciences, BS",Y,9601.0
PI2381,2021,Whapples,Gordy,Engineering,"Mechanical Engineering, BS",Y,46321.15
PI2382,2021,Roseaman,Christin,Mass Communication,"Mass Communication, BA",Y,18666.0
PI2383,2021,Clipston,Devonna,Mass Communication,"Mass Communication, BA",Y,16680.33
PI2385,2021,Iddon,Pauli,Mass Communication,"Mass Communication, BA",Y,15704.0
PI2387,2021,Sandal,Noemi,Mass Communication,"Mass Communication, BA",Y,7862.0
PI2388,2021,Fife,Bonnibelle,Science,"Biological Sciences, BS",N,58499.14
PI2392,2021,Dowry,Katharine,Humanities & Social Sciences,"English, BA",Y,9962.0
PI2393,2021,Orlton,Shawn,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI2395,2021,Andraud,Piotr,Science,"Biological Sciences, BS",Y,6420.0
PI2397,2021,Bury,Gerda,Humanities & Social Sciences,"English, BA",Y,11560.0
PI2404,2021,Lavallie,Roseanne,Agriculture,"Animal Sciences, BS",Y,22648.0
PI2410,2021,Boner,Kelbee,Humanities & Social Sciences,"English, BA",Y,6720.65
PI2411,2021,Eglaise,Early,Engineering,"Computer Science, BS",N,15539.74
PI2412,2021,Gallally,Milicent,Science,"Biological Sciences, BS",Y,8262.0
PI2414,2021,Besemer,Chicky,Engineering,"Mechanical Engineering, BS",Y,13559.0
PI2416,2021,MacNeachtain,Clifford,Engineering,"Mechanical Engineering, BS",Y,2323.0
PI2417,2021,Stockle,Kata,Agriculture,"Animal Sciences, BS",Y,7862.0
PI2418,2021,MacCall,Amalle,Engineering,"Computer Science, BS",Y,9258.0
PI2420,2021,Bradborne,Stephine,Mass Communication,"Mass Communication, BA",Y,4131.0
PI2424,2021,Pittel,Gerry,Human Sciences & Education,"Kinesiology, BS",Y,13136.0
PI2428,2021,Cuff,Bobinette,Science,"Biological Sciences, BS",Y,10583.0
PI2430,2021,Halliwell,Angelita,Science,"Biological Sciences, BS",Y,19715.0
PI2432,2021,Stafford,Leopold,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI2434,2021,Borton,Ron,Science,"Biological Sciences, BS",Y,20284.0
PI2435,2021,Glandfield,Aviva,Engineering,"Mechanical Engineering, BS",Y,16264.83
PI2437,2021,Kelk,Lorie,Engineering,"Mechanical Engineering, BS",N,11070.0
PI2438,2021,von Hagt,Sven,Science,"Biological Sciences, BS",Y,18635.78
PI2439,2021,Illston,Wake,Human Sciences & Education,"Kinesiology, BS",Y,5845.0
PI2440,2021,Capineer,Duffie,Business,"Marketing, BS",Y,5552.0
PI2445,2021,Nehl,Twyla,Science,"Biological Sciences, BS",Y,10762.0
PI2446,2021,Bysshe,Delcine,Engineering,"Mechanical Engineering, BS",N,3335.0
PI2447,2021,Burn,Christie,Agriculture,"Animal Sciences, BS",Y,9441.0
PI2448,2021,Wenban,Kendall,Engineering,"Computer Science, BS",Y,10262.0
PI2449,2021,Gledhill,Jacky,Human Sciences & Education,"Kinesiology, BS",N,1980.0
PI2451,2021,Booty,Constanta,Human Sciences & Education,"Kinesiology, BS",Y,7750.0
PI2452,2021,Guile,Hayes,Human Sciences & Education,"Kinesiology, BS",Y,18639.72
PI2459,2021,Gunney,Royal,Agriculture,"Animal Sciences, BS",Y,3731.0
PI2461,2021,Draye,Garvey,Agriculture,"Animal Sciences, BS",Y,28961.48
PI2462,2021,Ciric,Giraldo,Mass Communication,"Mass Communication, BA",N,4163.0
PI2463,2021,McKelvey,Karoly,Science,"Biological Sciences, BS",Y,13759.0
PI2465,2021,Eschalotte,Norene,Human Sciences & Education,"Kinesiology, BS",Y,11737.0
PI2466,2021,Neilus,Randy,Science,"Mathematics, BS",Y,7462.0
PI2467,2021,Parnell,Travis,Humanities & Social Sciences,"English, BA",Y,9812.0
PI2470,2021,De Matteis,Austin,Science,"Biological Sciences, BS",Y,12715.06
PI2473,2021,Lattey,Bud,Engineering,"Mechanical Engineering, BS",Y,5733.0
PI2481,2021,Pfeuffer,Juan,Engineering,"Mechanical Engineering, BS",Y,28417.45
PI2484,2021,Rockall,Lishe,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI2488,2021,Franciottoi,Levy,Mass Communication,"Mass Communication, BA",Y,8262.0
PI2490,2021,Pedden,Eldredge,Engineering,"Computer Science, BS",Y,10498.0
PI2491,2021,Truluck,Ninette,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI2492,2021,Hume,Bettye,Business,"Marketing, BS",N,1980.0
PI2494,2021,Runnalls,Caron,Human Sciences & Education,"Kinesiology, BS",Y,25110.91
PI2497,2021,Kibard,Charlton,Human Sciences & Education,"Kinesiology, BS",N,8992.0
PI2498,2021,Cockshott,Ilsa,Business,"Marketing, BS",Y,7862.0
PI2499,2021,Reburn,Jordan,Human Sciences & Education,"Kinesiology, BS",Y,12904.0
PI2500,2021,Crebo,Josselyn,Engineering,"Computer Science, BS",Y,7862.0
PI2501,2021,Dauby,Suzi,Science,"Chemistry, BS",Y,15937.0
PI2503,2021,Swinnerton,Skippy,Engineering,"Mechanical Engineering, BS",Y,9842.0
PI2505,2021,Haysom,Abigale,Human Sciences & Education,"Kinesiology, BS",Y,13501.85
PI2507,2021,Durnford,Dale,Mass Communication,"Mass Communication, BA",N,4663.0
PI2510,2021,Benning,Marlowe,Engineering,"Mechanical Engineering, BS",Y,4131.0
PI2514,2021,Janus,Durand,Human Sciences & Education,"Kinesiology, BS",Y,12731.0
PI2515,2021,Bothams,Harmon,Science,"Biological Sciences, BS",Y,8262.0
PI2517,2021,Mendoza,Chester,Science,"Biological Sciences, BS",Y,11256.29
PI2522,2021,Bortol,Doretta,Human Sciences & Education,"Kinesiology, BS",Y,17899.0
PI2523,2021,Masterman,Sarge,Human Sciences & Education,"Kinesiology, BS",Y,23657.0
PI2532,2021,Hughlock,Joyan,Business,"Marketing, BS",Y,8262.0
PI2534,2021,Mapholm,Sheree,Engineering,"Mechanical Engineering, BS",Y,6928.0
PI2538,2021,Leyre,Emili,Business,"Marketing, BS",Y,7862.0
PI2539,2021,Fradgley,Filip,Mass Communication,"Mass Communication, BA",N,3335.0
PI2540,2021,Blaze,Caralie,Agriculture,"Animal Sciences, BS",Y,7862.0
PI2541,2021,Thaine,Deedee,Human Sciences & Education,"Kinesiology, BS",Y,2762.0
PI2542,2021,Haxbie,Myrna,Human Sciences & Education,"Kinesiology, BS",Y,12757.0
PI2543,2021,Cordet,Berkie,Engineering,"Computer Science, BS",Y,16564.0
PI2544,2021,Canape,Iago,Engineering,"Computer Science, BS",Y,21442.0
PI2546,2021,Hinckley,Silvanus,Business,"Marketing, BS",Y,1397.0
PI2547,2021,Smurfitt,Clarissa,Human Sciences & Education,"Kinesiology, BS",Y,15684.0
PI2549,2021,Livermore,Arty,Mass Communication,"Mass Communication, BA",Y,1400.0
PI2557,2021,Adamovicz,Emmie,Mass Communication,"Mass Communication, BA",Y,7462.0
PI2558,2021,Sciusscietto,Nataniel,Mass Communication,"Mass Communication, BA",Y,7862.0
PI2559,2021,Dobsons,Fidelio,Mass Communication,"Mass Communication, BA",Y,2970.0
PI2560,2021,Haydney,Saxe,Business,"Marketing, BS",Y,12574.0
PI2561,2021,Carrel,Kacey,Engineering,"Mechanical Engineering, BS",Y,5442.0
PI2563,2021,Piddington,Pascal,Engineering,"Computer Science, BS",Y,3731.0
PI2567,2021,Brunning,Kris,Science,"Biological Sciences, BS",N,8531.0
PI2568,2021,Celez,Zeke,Engineering,"Computer Science, BS",Y,3731.0
PI2570,2021,Gurden,Scott,Mass Communication,"Mass Communication, BA",Y,7462.0
PI2573,2021,Thurner,Pauly,Mass Communication,"Mass Communication, BA",Y,1865.0
PI2583,2021,Birckmann,Raphael,Engineering,"Mechanical Engineering, BS",Y,9962.0
PI2588,2021,Manthroppe,Prent,Agriculture,"Animal Sciences, BS",N,728.0
PI2591,2021,McGuiness,Ferrel,Engineering,"Computer Science, BS",N,40072.0
PI2593,2021,Vondracek,Nolan,Engineering,"Mechanical Engineering, BS",Y,20284.0
PI2595,2021,Prose,Shurwood,Agriculture,"Animal Sciences, BS",N,7706.83
PI2596,2021,Blackley,Jere,Mass Communication,"Mass Communication, BA",Y,8262.0
PI2598,2021,Lemmer,Corinna,Business,"Marketing, BS",Y,3931.0
PI2602,2021,Perrat,Jerry,Science,"Chemistry, BS",N,1979.0
PI2607,2021,Gilliat,Travus,Engineering,"Computer Science, BS",Y,10781.0
PI2610,2021,Salkeld,Ignacio,Mass Communication,"Mass Communication, BA",Y,7422.0
PI2612,2021,Letson,Ragnar,Engineering,"Computer Science, BS",Y,11933.0
PI2613,2021,Timmes,Erda,Mass Communication,"Mass Communication, BA",Y,49137.0
PI2618,2021,Reddel,Zola,Agriculture,"Animal Sciences, BS",Y,11003.0
PI2621,2021,Klaes,Constance,Mass Communication,"Mass Communication, BA",Y,20284.0
PI2624,2021,Baumford,Toma,Engineering,"Computer Science, BS",N,3335.0
PI2626,2021,Lotwich,Alwyn,Engineering,"Computer Science, BS",Y,26631.18
PI2627,2021,Saltsberg,Emmy,Human Sciences & Education,"Kinesiology, BS",Y,26844.0
PI2629,2021,Brandacci,Tommy,Agriculture,"Animal Sciences, BS",Y,22046.32
PI2630,2021,Ohm,Tierney,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI2632,2021,Blackater,Aloin,Humanities & Social Sciences,"English, BA",Y,7462.0
PI2635,2021,Gouda,Nev,Engineering,"Mechanical Engineering, BS",Y,13257.0
PI2636,2021,Sealeaf,Armando,Human Sciences & Education,"Kinesiology, BS",Y,1386.0
PI2643,2021,Jakubovski,Jason,Human Sciences & Education,"Kinesiology, BS",Y,21127.97
PI2647,2021,Rogans,Gino,Science,"Biological Sciences, BS",Y,20704.0
PI2652,2021,Kovnot,Donielle,Human Sciences & Education,"Kinesiology, BS",Y,20885.0
PI2656,2021,McLafferty,Hamilton,Business,"Marketing, BS",N,42585.82
PI2658,2021,Casetta,Agosto,Human Sciences & Education,"Kinesiology, BS",N,8032.0
PI2661,2021,Londer,Jayson,Science,"Biological Sciences, BS",Y,13559.1
PI2662,2021,Marciskewski,Cly,Humanities & Social Sciences,"English, BA",Y,12957.0
PI2665,2021,Marcroft,Carr,Engineering,"Computer Science, BS",Y,7862.0
PI2666,2021,Lofty,Albertina,Human Sciences & Education,"Kinesiology, BS",N,11473.0
PI2668,2021,Beine,Joane,Human Sciences & Education,"Kinesiology, BS",Y,18221.0
PI2670,2021,Rysdale,Dona,Agriculture,"Animal Sciences, BS",Y,11634.0
PI2671,2021,Grund,Lara,Engineering,"Computer Science, BS",N,28523.8
PI2672,2021,McCrae,Sinclair,Science,"Biological Sciences, BS",Y,8262.0
PI2674,2021,Fomichkin,Emory,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI2676,2021,Warlawe,Brew,Human Sciences & Education,"Kinesiology, BS",Y,18119.0
PI2679,2021,Aleveque,Kial,Business,"Marketing, BS",Y,7462.0
PI2680,2021,Sayers,Caprice,Science,"Biological Sciences, BS",Y,9442.0
PI2683,2021,Russam,Darwin,Business,"Marketing, BS",Y,14892.0
PI2684,2021,Gambell,Harland,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI2688,2021,Laver,Agretha,Engineering,"Mechanical Engineering, BS",Y,16903.0
PI2692,2021,Slaght,Aveline,Engineering,"Mechanical Engineering, BS",Y,23262.0
PI2693,2021,Bazley,Peirce,Mass Communication,"Mass Communication, BA",Y,13346.0
PI2694,2021,Skittrell,Mateo,Human Sciences & Education,"Kinesiology, BS",Y,4479.0
PI2695,2021,Maus,Kellia,Human Sciences & Education,"Kinesiology, BS",Y,11590.029999999999
PI2697,2021,Skally,Virgilio,Business,"Marketing, BS",Y,11622.86
PI2698,2021,Beamont,Gertruda,Mass Communication,"Mass Communication, BA",Y,8262.0
PI2699,2021,Celle,Bendix,Science,"Biological Sciences, BS",Y,8262.0
PI2700,2021,Carren,Martie,Engineering,"Computer Science, BS",Y,27000.0
PI2703,2021,Scully,Gwenni,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2705,2021,Egalton,Percival,Human Sciences & Education,"Kinesiology, BS",Y,21395.0
PI2709,2021,Farmiloe,Cora,Science,"Biological Sciences, BS",Y,12864.0
PI2711,2021,Veltmann,Philipa,Human Sciences & Education,"Kinesiology, BS",Y,15623.19
PI2714,2021,Stango,Eleonora,Engineering,"Computer Science, BS",Y,13807.14
PI2725,2021,Spurden,Broderic,Science,"Mathematics, BS",Y,40074.0
PI2729,2021,Prevett,Sidonia,Science,"Biological Sciences, BS",Y,12296.369999999999
PI2730,2021,Levens,Paulo,Science,"Biological Sciences, BS",Y,21963.43
PI2732,2021,Silbermann,Manfred,Business,"Marketing, BS",Y,13030.93
PI2733,2021,Northall,Crystal,Engineering,"Mechanical Engineering, BS",Y,14040.130000000001
PI2734,2021,Hartly,Jacques,Human Sciences & Education,"Kinesiology, BS",Y,15663.0
PI2736,2021,Lanfere,Bill,Engineering,"Computer Science, BS",Y,2248.0
PI2737,2021,McMeekin,Lamond,Mass Communication,"Mass Communication, BA",Y,5938.0
PI2738,2021,Farrah,Ingar,Human Sciences & Education,"Kinesiology, BS",N,20284.0
PI2740,2021,Rea,Tammie,Mass Communication,"Mass Communication, BA",Y,26427.0
PI2743,2021,Grzeszczyk,Crawford,Agriculture,"Animal Sciences, BS",N,11423.0
PI2746,2021,Matus,Halsey,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2747,2021,Jobbings,Nari,Engineering,"Computer Science, BS",Y,12357.0
PI2750,2021,Reignould,Leelah,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI2751,2021,Borkett,Harriott,Human Sciences & Education,"Kinesiology, BS",Y,3866.0
PI2752,2021,Jzak,Kattie,Science,"Biological Sciences, BS",Y,7462.0
PI2753,2021,Yerborn,Laughton,Mass Communication,"Mass Communication, BA",Y,16862.0
PI2754,2021,Neale,Cassi,Engineering,"Mechanical Engineering, BS",Y,10762.0
PI2757,2021,Fozard,Galvan,Business,"Marketing, BS",Y,9262.0
PI2758,2021,Hayzer,Madlin,Science,"Biological Sciences, BS",Y,14607.0
PI2761,2021,Korneichik,Maia,Engineering,"Computer Science, BS",Y,10881.0
PI2763,2021,Crossby,Neel,Engineering,"Computer Science, BS",Y,8262.0
PI2767,2021,Fenkel,Joshua,Human Sciences & Education,"Kinesiology, BS",Y,9442.0
PI2773,2021,Mackinder,Estell,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI2775,2021,Triswell,Ogden,Engineering,"Mechanical Engineering, BS",Y,6878.0
PI2776,2021,Blancowe,Burg,Science,"Chemistry, BS",Y,7462.0
PI2778,2021,Boutton,Frans,Agriculture,"Animal Sciences, BS",N,20284.0
PI2781,2021,Bollini,Halsy,Human Sciences & Education,"Kinesiology, BS",N,1980.0
PI2782,2021,Simononsky,Meridith,Science,"Chemistry, BS",Y,7462.0
PI2783,2021,Flanigan,Lynda,Agriculture,"Animal Sciences, BS",Y,7462.0
PI2784,2021,Goering,Jillene,Engineering,"Mechanical Engineering, BS",Y,8712.0
PI2785,2021,Jamot,Felecia,Science,"Biological Sciences, BS",Y,20284.0
PI2786,2021,Chelam,Paxton,Mass Communication,"Mass Communication, BA",Y,5494.0
PI2791,2021,Landon,Yalonda,Engineering,"Mechanical Engineering, BS",Y,11769.0
PI2793,2021,Iashvili,Dorette,Humanities & Social Sciences,"English, BA",Y,3039.0
PI2796,2021,Pichmann,Jule,Mass Communication,"Mass Communication, BA",Y,10101.0
PI2797,2021,Le Batteur,Obie,Agriculture,"Animal Sciences, BS",Y,10612.0
PI2799,2021,Kenson,Nicolette,Engineering,"Computer Science, BS",Y,40074.0
PI2800,2021,Colbourne,Shellysheldon,Agriculture,"Animal Sciences, BS",Y,20284.0
PI2803,2021,Cudiff,Keriann,Mass Communication,"Mass Communication, BA",Y,12932.0
PI2804,2021,Fanning,Derick,Humanities & Social Sciences,"English, BA",Y,8462.0
PI2806,2021,Aymer,Lacee,Science,"Biological Sciences, BS",Y,19193.65
PI2811,2021,Twopenny,Madeline,Mass Communication,"Mass Communication, BA",Y,8262.0
PI2813,2021,Diter,Meggie,Science,"Biological Sciences, BS",Y,20284.0
PI2814,2021,Cranna,Agace,Business,"Marketing, BS",Y,31066.0
PI2817,2021,Dran,Evangelin,Human Sciences & Education,"Kinesiology, BS",N,735.0
PI2819,2021,Portis,Reiko,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2822,2021,Bolles,Nola,Human Sciences & Education,"Kinesiology, BS",Y,21595.0
PI2823,2021,Shinn,Corey,Human Sciences & Education,"Kinesiology, BS",Y,10757.0
PI2826,2021,Castellone,Franzen,Science,"Biological Sciences, BS",Y,9012.0
PI2828,2021,Caddock,Bryce,Science,"Biological Sciences, BS",Y,12459.0
PI2830,2021,Florence,Antonietta,Engineering,"Computer Science, BS",Y,18231.59
PI2838,2021,Trelease,Tanya,Human Sciences & Education,"Kinesiology, BS",N,1980.0
PI2841,2021,Zupone,Waverley,Mass Communication,"Mass Communication, BA",N,26171.0
PI2843,2021,Sarvar,Alvinia,Engineering,"Mechanical Engineering, BS",Y,22155.0
PI2844,2021,Seear,Fancie,Business,"Marketing, BS",Y,7462.0
PI2847,2021,Ribey,Adrianne,Science,"Biological Sciences, BS",Y,12022.49
PI2848,2021,Dy,Sheelah,Mass Communication,"Mass Communication, BA",Y,8262.0
PI2849,2021,Roebuck,Craggie,Science,"Biological Sciences, BS",Y,20169.29
PI2850,2021,Barnwille,Prent,Humanities & Social Sciences,"English, BA",Y,7862.0
PI2852,2021,Skae,Babbie,Science,"Biological Sciences, BS",Y,6474.0
PI2853,2021,Bernolet,Goober,Mass Communication,"Mass Communication, BA",Y,3266.0
PI2854,2021,Ide,Faydra,Human Sciences & Education,"Kinesiology, BS",Y,3172.0
PI2855,2021,Raddin,Crichton,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI2857,2021,Paulson,Biron,Business,"Marketing, BS",Y,11191.78
PI2860,2021,Sissens,Debor,Science,"Biological Sciences, BS",Y,21237.0
PI2861,2021,Munnery,Audrey,Business,"Marketing, BS",Y,7462.0
PI2864,2021,Sheeran,Si,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI2866,2021,Habert,Felizio,Engineering,"Computer Science, BS",Y,9330.0
PI2872,2021,Ugo,Claudius,Business,"Marketing, BS",Y,25228.0
PI2873,2021,Acory,Syman,Human Sciences & Education,"Kinesiology, BS",N,3335.0
PI2875,2021,Heake,Lorrie,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI2876,2021,Say,Clay,Science,"Chemistry, BS",Y,7462.0
PI2881,2021,Etock,Merrielle,Human Sciences & Education,"Kinesiology, BS",N,6453.2699999999995
PI2885,2021,Bearne,Keir,Business,"Marketing, BS",Y,8262.0
PI2887,2021,Roj,Graeme,Humanities & Social Sciences,"English, BA",Y,12918.0
PI2888,2021,Breakspear,Courtney,Mass Communication,"Mass Communication, BA",Y,7462.0
PI2890,2021,Wimpey,Hanan,Science,"Biological Sciences, BS",Y,13771.0
PI2901,2021,Pill,Morley,Engineering,"Computer Science, BS",Y,12184.0
PI2907,2021,Leitche,Thedrick,Engineering,"Computer Science, BS",Y,11559.0
PI2908,2021,Brownett,Isiahi,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI2910,2021,Riddett,Dahlia,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI2911,2021,Tilsley,Norah,Engineering,"Computer Science, BS",Y,6494.0
PI2913,2021,Beazey,Damaris,Science,"Chemistry, BS",Y,7862.0
PI2914,2021,Gaber,Garret,Engineering,"Computer Science, BS",Y,2387.0
PI2915,2021,Garratty,Francesco,Human Sciences & Education,"Kinesiology, BS",Y,9616.0
PI2917,2021,Fairfull,Vidovic,Mass Communication,"Mass Communication, BA",Y,5395.0
PI2918,2021,Ondricek,Blondy,Human Sciences & Education,"Kinesiology, BS",Y,9442.0
PI2920,2021,Bunclark,Hunfredo,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI2922,2021,Elen,Fifine,Human Sciences & Education,"Kinesiology, BS",N,9497.44
PI2923,2021,Yeude,Stormi,Mass Communication,"Mass Communication, BA",Y,15284.0
PI2924,2021,Allgood,Antons,Science,"Biological Sciences, BS",Y,7862.0
PI2927,2021,Gebhardt,Ardelle,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI2929,2021,O'Neal,Cristobal,Human Sciences & Education,"Kinesiology, BS",Y,1980.0
PI2933,2021,Wimbury,Jarrod,Humanities & Social Sciences,"English, BA",Y,7862.0
PI2934,2021,Dows,Nicolis,Humanities & Social Sciences,"English, BA",Y,27436.48
PI2935,2021,Boden,Trescha,Business,"Marketing, BS",Y,10762.0
